image_path,image_name,true_label,pred_label,class_name,correct,ita_value,skin_group,short_name
/content/data_split/test/2. Melanoma 15.75k/ISIC_7059744.jpg,ISIC_7059744.jpg,2,2,Melanoma,True,87.49464700162198,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7060501.jpg,ISIC_7060501.jpg,2,2,Melanoma,True,81.82646536946662,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7062293.jpg,ISIC_7062293.jpg,2,2,Melanoma,True,81.81647734167603,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7063467.jpg,ISIC_7063467.jpg,2,2,Melanoma,True,88.26738094975869,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7063995.jpg,ISIC_7063995.jpg,2,2,Melanoma,True,87.6262912298291,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7065617.jpg,ISIC_7065617.jpg,2,2,Melanoma,True,65.5466628057732,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7069853.jpg,ISIC_7069853.jpg,2,2,Melanoma,True,84.67723189070402,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7075474.jpg,ISIC_7075474.jpg,2,2,Melanoma,True,84.66227016662822,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7076710.jpg,ISIC_7076710.jpg,2,2,Melanoma,True,88.54852211198437,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7079582.jpg,ISIC_7079582.jpg,2,2,Melanoma,True,88.02076513113333,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7083023.jpg,ISIC_7083023.jpg,2,2,Melanoma,True,86.06864750574961,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7085517.jpg,ISIC_7085517.jpg,2,2,Melanoma,True,85.02015846677031,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7089788.jpg,ISIC_7089788.jpg,2,2,Melanoma,True,87.44409717397292,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7095254.jpg,ISIC_7095254.jpg,2,2,Melanoma,True,87.50554634017325,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7102070.jpg,ISIC_7102070.jpg,2,2,Melanoma,True,89.20493210937168,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7103896.jpg,ISIC_7103896.jpg,2,2,Melanoma,True,88.95085279201358,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7104110.jpg,ISIC_7104110.jpg,2,2,Melanoma,True,81.96425285893768,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7105681.jpg,ISIC_7105681.jpg,2,2,Melanoma,True,86.52638832484675,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7106012.jpg,ISIC_7106012.jpg,2,2,Melanoma,True,-89.07796487362685,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7106500.jpg,ISIC_7106500.jpg,2,2,Melanoma,True,88.55433897153598,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7109817.jpg,ISIC_7109817.jpg,2,2,Melanoma,True,-88.72710270471772,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7113136.jpg,ISIC_7113136.jpg,2,2,Melanoma,True,85.54029155468046,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7113522.jpg,ISIC_7113522.jpg,2,2,Melanoma,True,86.58622314418889,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7121344.jpg,ISIC_7121344.jpg,2,2,Melanoma,True,86.2045123244836,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7125870.jpg,ISIC_7125870.jpg,2,2,Melanoma,True,55.64420203112288,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7128007.jpg,ISIC_7128007.jpg,2,2,Melanoma,True,84.02523166012348,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7129083.jpg,ISIC_7129083.jpg,2,2,Melanoma,True,82.48183294516039,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7130059.jpg,ISIC_7130059.jpg,2,2,Melanoma,True,80.5138845505265,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7136995.jpg,ISIC_7136995.jpg,2,2,Melanoma,True,87.83283210577875,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7140636.jpg,ISIC_7140636.jpg,2,2,Melanoma,True,-88.78799530366477,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7142856.jpg,ISIC_7142856.jpg,2,2,Melanoma,True,85.930830512774,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7145302.jpg,ISIC_7145302.jpg,2,2,Melanoma,True,85.60029495961682,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7147713.jpg,ISIC_7147713.jpg,2,2,Melanoma,True,89.93037341174256,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7155873.jpg,ISIC_7155873.jpg,2,2,Melanoma,True,-88.41933214317623,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7156843.jpg,ISIC_7156843.jpg,2,2,Melanoma,True,-89.09009230718172,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7162007.jpg,ISIC_7162007.jpg,2,2,Melanoma,True,88.06573896387286,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7164403.jpg,ISIC_7164403.jpg,2,2,Melanoma,True,88.14422423753838,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7164705.jpg,ISIC_7164705.jpg,2,2,Melanoma,True,81.02427399614079,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7164866.jpg,ISIC_7164866.jpg,2,2,Melanoma,True,86.96151294920399,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7165314.jpg,ISIC_7165314.jpg,2,2,Melanoma,True,86.233063748723,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7165533.jpg,ISIC_7165533.jpg,2,2,Melanoma,True,86.7190991178015,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7168543.jpg,ISIC_7168543.jpg,2,2,Melanoma,True,86.26714441466623,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7169653.jpg,ISIC_7169653.jpg,2,2,Melanoma,True,83.77159711582058,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7171799.jpg,ISIC_7171799.jpg,2,2,Melanoma,True,89.4522098616531,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7175697.jpg,ISIC_7175697.jpg,2,2,Melanoma,True,88.61197213481121,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7175857.jpg,ISIC_7175857.jpg,2,2,Melanoma,True,84.875683978667,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7180096.jpg,ISIC_7180096.jpg,2,2,Melanoma,True,87.49434778776236,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7180418.jpg,ISIC_7180418.jpg,2,2,Melanoma,True,85.38472334411506,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7181043.jpg,ISIC_7181043.jpg,2,2,Melanoma,True,78.34919911005903,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7184836.jpg,ISIC_7184836.jpg,2,2,Melanoma,True,88.00398635633054,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7185036.jpg,ISIC_7185036.jpg,2,2,Melanoma,True,85.2541112726393,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7187459.jpg,ISIC_7187459.jpg,2,2,Melanoma,True,89.51258271567525,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7188164.jpg,ISIC_7188164.jpg,2,2,Melanoma,True,86.44396437062568,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7189099.jpg,ISIC_7189099.jpg,2,2,Melanoma,True,-89.47355663397644,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7189351.jpg,ISIC_7189351.jpg,2,2,Melanoma,True,87.96025044290408,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7190175.jpg,ISIC_7190175.jpg,2,2,Melanoma,True,83.72117050656438,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7194471.jpg,ISIC_7194471.jpg,2,2,Melanoma,True,78.95507170447983,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7196609.jpg,ISIC_7196609.jpg,2,2,Melanoma,True,84.06697717239457,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7200719.jpg,ISIC_7200719.jpg,2,2,Melanoma,True,87.4443073996166,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7202545.jpg,ISIC_7202545.jpg,2,2,Melanoma,True,74.3172340401966,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7207080.jpg,ISIC_7207080.jpg,2,2,Melanoma,True,88.12752165048857,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7212271.jpg,ISIC_7212271.jpg,2,2,Melanoma,True,87.85746763477516,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7212937.jpg,ISIC_7212937.jpg,2,2,Melanoma,True,89.8785611521425,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7213231.jpg,ISIC_7213231.jpg,2,2,Melanoma,True,64.65627306098337,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7215643.jpg,ISIC_7215643.jpg,2,2,Melanoma,True,79.4613763985798,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7216772.jpg,ISIC_7216772.jpg,2,2,Melanoma,True,84.38239943360581,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7216877.jpg,ISIC_7216877.jpg,2,2,Melanoma,True,79.75046503482619,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7218368.jpg,ISIC_7218368.jpg,2,2,Melanoma,True,84.09482318580426,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7218530.jpg,ISIC_7218530.jpg,2,2,Melanoma,True,83.13796506458439,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7220538.jpg,ISIC_7220538.jpg,2,2,Melanoma,True,89.46638877657921,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7225331.jpg,ISIC_7225331.jpg,2,2,Melanoma,True,69.05754773119789,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7228822.jpg,ISIC_7228822.jpg,2,2,Melanoma,True,80.88232003926217,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7229357.jpg,ISIC_7229357.jpg,2,2,Melanoma,True,79.08543633918411,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7230898.jpg,ISIC_7230898.jpg,2,2,Melanoma,True,88.32641374180295,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7231735.jpg,ISIC_7231735.jpg,2,2,Melanoma,True,82.87090707751173,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7244604.jpg,ISIC_7244604.jpg,2,2,Melanoma,True,84.13203264647647,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7249063.jpg,ISIC_7249063.jpg,2,2,Melanoma,True,84.99037440020088,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7249601.jpg,ISIC_7249601.jpg,2,2,Melanoma,True,89.69362448200958,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7253930.jpg,ISIC_7253930.jpg,2,2,Melanoma,True,86.28842173905001,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7255637.jpg,ISIC_7255637.jpg,2,2,Melanoma,True,86.79600909411137,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7255826.jpg,ISIC_7255826.jpg,2,2,Melanoma,True,88.84457736470071,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7259980.jpg,ISIC_7259980.jpg,2,2,Melanoma,True,87.11387799351671,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7261174.jpg,ISIC_7261174.jpg,2,2,Melanoma,True,85.408487824687,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7271718.jpg,ISIC_7271718.jpg,2,2,Melanoma,True,74.74884417615328,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7274080.jpg,ISIC_7274080.jpg,2,2,Melanoma,True,86.7789620966884,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7277310.jpg,ISIC_7277310.jpg,2,2,Melanoma,True,81.72359792476722,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7278885.jpg,ISIC_7278885.jpg,2,2,Melanoma,True,86.0565846396625,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7281308.jpg,ISIC_7281308.jpg,2,2,Melanoma,True,79.47129787864192,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7288627.jpg,ISIC_7288627.jpg,2,2,Melanoma,True,87.92769947719269,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7292853.jpg,ISIC_7292853.jpg,2,2,Melanoma,True,83.18818787792038,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7294478.jpg,ISIC_7294478.jpg,2,2,Melanoma,True,88.95022795457926,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7299025.jpg,ISIC_7299025.jpg,2,2,Melanoma,True,80.0416505058863,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7300631.jpg,ISIC_7300631.jpg,2,2,Melanoma,True,89.3274402751891,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7303298.jpg,ISIC_7303298.jpg,2,2,Melanoma,True,83.90661885009357,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7310249.jpg,ISIC_7310249.jpg,2,2,Melanoma,True,86.87792627584123,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7313442.jpg,ISIC_7313442.jpg,2,2,Melanoma,True,89.64610093349387,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7317429.jpg,ISIC_7317429.jpg,2,2,Melanoma,True,72.39488872646,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7321062.jpg,ISIC_7321062.jpg,2,2,Melanoma,True,85.28739386666409,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7326713.jpg,ISIC_7326713.jpg,2,2,Melanoma,True,83.30606088227944,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7330573.jpg,ISIC_7330573.jpg,2,2,Melanoma,True,74.26290986611012,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7332135.jpg,ISIC_7332135.jpg,2,2,Melanoma,True,82.3988408503761,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7334117.jpg,ISIC_7334117.jpg,2,2,Melanoma,True,86.9359002526191,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7334888.jpg,ISIC_7334888.jpg,2,2,Melanoma,True,-88.15798176564137,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7338380.jpg,ISIC_7338380.jpg,2,2,Melanoma,True,-89.38873044692568,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7338843.jpg,ISIC_7338843.jpg,2,2,Melanoma,True,89.7280164743981,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7341401.jpg,ISIC_7341401.jpg,2,2,Melanoma,True,71.78281422878105,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7342760.jpg,ISIC_7342760.jpg,2,2,Melanoma,True,75.69187491079737,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7342914.jpg,ISIC_7342914.jpg,2,2,Melanoma,True,80.65585580131436,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7346739.jpg,ISIC_7346739.jpg,2,2,Melanoma,True,52.885935024493556,light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7349772.jpg,ISIC_7349772.jpg,2,2,Melanoma,True,77.23576374313329,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7350351.jpg,ISIC_7350351.jpg,2,2,Melanoma,True,68.59299823317231,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7351007.jpg,ISIC_7351007.jpg,2,2,Melanoma,True,84.91237705135912,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7352886.jpg,ISIC_7352886.jpg,2,2,Melanoma,True,86.7264231078444,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7358691.jpg,ISIC_7358691.jpg,2,2,Melanoma,True,86.55297221890281,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7364244.jpg,ISIC_7364244.jpg,2,2,Melanoma,True,77.62372454036593,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7364411.jpg,ISIC_7364411.jpg,2,2,Melanoma,True,80.15047480844568,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7365615.jpg,ISIC_7365615.jpg,2,2,Melanoma,True,89.70853463800242,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7369258.jpg,ISIC_7369258.jpg,2,2,Melanoma,True,80.87637760061452,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7369690.jpg,ISIC_7369690.jpg,2,2,Melanoma,True,-78.2571910476802,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7370970.jpg,ISIC_7370970.jpg,2,2,Melanoma,True,82.40703006977387,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7371801.jpg,ISIC_7371801.jpg,2,2,Melanoma,True,75.2360013329055,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7372459.jpg,ISIC_7372459.jpg,2,2,Melanoma,True,89.48850435082728,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7380175.jpg,ISIC_7380175.jpg,2,2,Melanoma,True,88.46432169524974,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7380364.jpg,ISIC_7380364.jpg,2,2,Melanoma,True,77.91107208858448,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7382357.jpg,ISIC_7382357.jpg,2,2,Melanoma,True,89.70757147673378,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7385430.jpg,ISIC_7385430.jpg,2,2,Melanoma,True,74.04658408829366,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7386476.jpg,ISIC_7386476.jpg,2,2,Melanoma,True,-88.70112084176614,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7391454.jpg,ISIC_7391454.jpg,2,2,Melanoma,True,88.15623458789779,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7397447.jpg,ISIC_7397447.jpg,2,2,Melanoma,True,88.33482010081637,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7400819.jpg,ISIC_7400819.jpg,2,2,Melanoma,True,84.66932301265712,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7405975.jpg,ISIC_7405975.jpg,2,2,Melanoma,True,84.04777100622933,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7407589.jpg,ISIC_7407589.jpg,2,2,Melanoma,True,82.06300341363216,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7407763.jpg,ISIC_7407763.jpg,2,2,Melanoma,True,84.18074911515606,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7409165.jpg,ISIC_7409165.jpg,2,2,Melanoma,True,87.50141170812353,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7411244.jpg,ISIC_7411244.jpg,2,2,Melanoma,True,87.74472267222617,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7416587.jpg,ISIC_7416587.jpg,2,2,Melanoma,True,74.28568452879635,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7417678.jpg,ISIC_7417678.jpg,2,2,Melanoma,True,84.77242316073034,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7418720.jpg,ISIC_7418720.jpg,2,2,Melanoma,True,74.39554609843023,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7424750.jpg,ISIC_7424750.jpg,2,2,Melanoma,True,86.60687913490507,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7429736.jpg,ISIC_7429736.jpg,2,2,Melanoma,True,86.34320649189793,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7436377.jpg,ISIC_7436377.jpg,2,2,Melanoma,True,88.36619136787463,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7437127.jpg,ISIC_7437127.jpg,2,2,Melanoma,True,83.07995825361978,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7437293.jpg,ISIC_7437293.jpg,2,2,Melanoma,True,82.09075278341213,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7438349.jpg,ISIC_7438349.jpg,2,2,Melanoma,True,88.37746486092837,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7440257.jpg,ISIC_7440257.jpg,2,2,Melanoma,True,85.53922625376262,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7445157.jpg,ISIC_7445157.jpg,2,2,Melanoma,True,70.76859452747972,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7457536.jpg,ISIC_7457536.jpg,2,2,Melanoma,True,85.62181591857959,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7457969.jpg,ISIC_7457969.jpg,2,2,Melanoma,True,65.48255913206188,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7465944.jpg,ISIC_7465944.jpg,2,2,Melanoma,True,-89.28283047585055,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7466341.jpg,ISIC_7466341.jpg,2,2,Melanoma,True,-89.1370031115705,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7468304.jpg,ISIC_7468304.jpg,2,2,Melanoma,True,77.38658501279906,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7468407.jpg,ISIC_7468407.jpg,2,2,Melanoma,True,83.38200808996645,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7472875.jpg,ISIC_7472875.jpg,2,2,Melanoma,True,81.57885763071313,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7474840.jpg,ISIC_7474840.jpg,2,2,Melanoma,True,-88.96726441336918,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7479548.jpg,ISIC_7479548.jpg,2,2,Melanoma,True,82.60765571087023,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7480166.jpg,ISIC_7480166.jpg,2,2,Melanoma,True,87.67841164920834,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7486061.jpg,ISIC_7486061.jpg,2,2,Melanoma,True,-89.64260359540377,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7489108.jpg,ISIC_7489108.jpg,2,2,Melanoma,True,88.56125073482465,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7494625.jpg,ISIC_7494625.jpg,2,2,Melanoma,True,87.20084993053555,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7496511.jpg,ISIC_7496511.jpg,2,2,Melanoma,True,75.28898366748278,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7509284.jpg,ISIC_7509284.jpg,2,2,Melanoma,True,88.10074390554165,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7514840.jpg,ISIC_7514840.jpg,2,2,Melanoma,True,81.91762869996828,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7516715.jpg,ISIC_7516715.jpg,2,2,Melanoma,True,87.8839168249227,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7517313.jpg,ISIC_7517313.jpg,2,2,Melanoma,True,-88.74835826932313,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7518478.jpg,ISIC_7518478.jpg,2,2,Melanoma,True,77.51842304439297,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7520584.jpg,ISIC_7520584.jpg,2,2,Melanoma,True,83.5399495359002,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7522708.jpg,ISIC_7522708.jpg,2,2,Melanoma,True,62.60215932129575,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7526857.jpg,ISIC_7526857.jpg,2,2,Melanoma,True,79.08214374363486,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7527413.jpg,ISIC_7527413.jpg,2,2,Melanoma,True,78.80888851202035,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7533216.jpg,ISIC_7533216.jpg,2,2,Melanoma,True,70.32331511761126,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7537233.jpg,ISIC_7537233.jpg,2,2,Melanoma,True,-89.86755904746863,dark,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7540184.jpg,ISIC_7540184.jpg,2,2,Melanoma,True,84.87262911831972,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7545549.jpg,ISIC_7545549.jpg,2,2,Melanoma,True,78.30377329040721,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7546192.jpg,ISIC_7546192.jpg,2,2,Melanoma,True,80.34819211966716,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7549209.jpg,ISIC_7549209.jpg,2,2,Melanoma,True,88.56237618900889,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7552363.jpg,ISIC_7552363.jpg,2,2,Melanoma,True,87.998669083745,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7555839.jpg,ISIC_7555839.jpg,2,2,Melanoma,True,85.68875861755508,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7557932.jpg,ISIC_7557932.jpg,2,2,Melanoma,True,85.35224484017478,very_light,Melanoma
/content/data_split/test/2. Melanoma 15.75k/ISIC_7563168.jpg,ISIC_7563168.jpg,2,2,Melanoma,True,89.89541539145439,very_light,Melanoma
