image_path,image_name,true_label,pred_label,class_name,correct,ita_value,skin_group,short_name
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0059984.jpg,ISIC_0059984.jpg,4,4,Basal Cell Carcinoma,True,87.67744483926171,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060007.jpg,ISIC_0060007.jpg,4,4,Basal Cell Carcinoma,True,84.33535093186148,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060093.jpg,ISIC_0060093.jpg,4,4,Basal Cell Carcinoma,True,88.02364152989998,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060119.jpg,ISIC_0060119.jpg,4,4,Basal Cell Carcinoma,True,88.42514439880183,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060254.jpg,ISIC_0060254.jpg,4,4,Basal Cell Carcinoma,True,-89.74064806957723,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060512.jpg,ISIC_0060512.jpg,4,4,Basal Cell Carcinoma,True,-87.07937468351598,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060542.jpg,ISIC_0060542.jpg,4,4,Basal Cell Carcinoma,True,86.86275684141793,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060576.jpg,ISIC_0060576.jpg,4,4,Basal Cell Carcinoma,True,84.64522995933032,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060622.jpg,ISIC_0060622.jpg,4,4,Basal Cell Carcinoma,True,82.91298304905295,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060640.jpg,ISIC_0060640.jpg,4,4,Basal Cell Carcinoma,True,88.4516861982473,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060780.jpg,ISIC_0060780.jpg,4,4,Basal Cell Carcinoma,True,87.19924424754102,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060859.jpg,ISIC_0060859.jpg,4,4,Basal Cell Carcinoma,True,88.12479222612137,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060903.jpg,ISIC_0060903.jpg,4,4,Basal Cell Carcinoma,True,88.68714275296794,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0060990.jpg,ISIC_0060990.jpg,4,4,Basal Cell Carcinoma,True,-88.14031333444099,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061035.jpg,ISIC_0061035.jpg,4,4,Basal Cell Carcinoma,True,89.73553345562702,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061096.jpg,ISIC_0061096.jpg,4,4,Basal Cell Carcinoma,True,76.87922741825287,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061135.jpg,ISIC_0061135.jpg,4,4,Basal Cell Carcinoma,True,75.41507561846214,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061173.jpg,ISIC_0061173.jpg,4,4,Basal Cell Carcinoma,True,81.68201582981074,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061213.jpg,ISIC_0061213.jpg,4,4,Basal Cell Carcinoma,True,84.36431133713485,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061220.jpg,ISIC_0061220.jpg,4,4,Basal Cell Carcinoma,True,83.20804204648518,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061309.jpg,ISIC_0061309.jpg,4,4,Basal Cell Carcinoma,True,88.06449888501453,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061337.jpg,ISIC_0061337.jpg,4,4,Basal Cell Carcinoma,True,89.03944090616064,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061341.jpg,ISIC_0061341.jpg,4,4,Basal Cell Carcinoma,True,-89.20798379541691,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061738.jpg,ISIC_0061738.jpg,4,4,Basal Cell Carcinoma,True,-79.13765655791403,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0061979.jpg,ISIC_0061979.jpg,4,4,Basal Cell Carcinoma,True,62.736890500239724,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062105.jpg,ISIC_0062105.jpg,4,4,Basal Cell Carcinoma,True,88.38950871047086,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062271.jpg,ISIC_0062271.jpg,4,4,Basal Cell Carcinoma,True,87.48103077163661,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062386.jpg,ISIC_0062386.jpg,4,4,Basal Cell Carcinoma,True,-88.40190298766143,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062504.jpg,ISIC_0062504.jpg,4,6,Basal Cell Carcinoma,False,89.18775363397774,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062527.jpg,ISIC_0062527.jpg,4,4,Basal Cell Carcinoma,True,86.99254605263367,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062569.jpg,ISIC_0062569.jpg,4,4,Basal Cell Carcinoma,True,87.2078041052928,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062623.jpg,ISIC_0062623.jpg,4,4,Basal Cell Carcinoma,True,86.1448361444059,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062664.jpg,ISIC_0062664.jpg,4,4,Basal Cell Carcinoma,True,82.82534692348655,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062666.jpg,ISIC_0062666.jpg,4,4,Basal Cell Carcinoma,True,-86.14905939028205,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062682.jpg,ISIC_0062682.jpg,4,4,Basal Cell Carcinoma,True,-88.13282192515439,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062685.jpg,ISIC_0062685.jpg,4,4,Basal Cell Carcinoma,True,88.93119100211692,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062764.jpg,ISIC_0062764.jpg,4,4,Basal Cell Carcinoma,True,-87.57578448968378,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062791.jpg,ISIC_0062791.jpg,4,4,Basal Cell Carcinoma,True,88.09204720664921,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062799.jpg,ISIC_0062799.jpg,4,4,Basal Cell Carcinoma,True,86.94291895040196,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062927.jpg,ISIC_0062927.jpg,4,4,Basal Cell Carcinoma,True,80.07949666272195,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062962.jpg,ISIC_0062962.jpg,4,4,Basal Cell Carcinoma,True,87.5396447510726,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0062965.jpg,ISIC_0062965.jpg,4,4,Basal Cell Carcinoma,True,89.94804096938756,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063074.jpg,ISIC_0063074.jpg,4,4,Basal Cell Carcinoma,True,-88.50732314143112,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063097.jpg,ISIC_0063097.jpg,4,4,Basal Cell Carcinoma,True,86.20972018554386,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063166.jpg,ISIC_0063166.jpg,4,4,Basal Cell Carcinoma,True,87.47702085871312,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063192.jpg,ISIC_0063192.jpg,4,4,Basal Cell Carcinoma,True,89.62529863024137,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063195.jpg,ISIC_0063195.jpg,4,4,Basal Cell Carcinoma,True,-87.89535248567124,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063263.jpg,ISIC_0063263.jpg,4,4,Basal Cell Carcinoma,True,76.05070529118538,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063265.jpg,ISIC_0063265.jpg,4,4,Basal Cell Carcinoma,True,87.47463350003505,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063279.jpg,ISIC_0063279.jpg,4,4,Basal Cell Carcinoma,True,-87.51339591284018,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063433.jpg,ISIC_0063433.jpg,4,4,Basal Cell Carcinoma,True,86.85748766146823,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063546.jpg,ISIC_0063546.jpg,4,4,Basal Cell Carcinoma,True,88.18271651550856,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063563.jpg,ISIC_0063563.jpg,4,4,Basal Cell Carcinoma,True,-84.63122268938002,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063587.jpg,ISIC_0063587.jpg,4,4,Basal Cell Carcinoma,True,88.24740294542454,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063612.jpg,ISIC_0063612.jpg,4,4,Basal Cell Carcinoma,True,76.69730319689371,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063702.jpg,ISIC_0063702.jpg,4,4,Basal Cell Carcinoma,True,-89.21581315514074,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063756.jpg,ISIC_0063756.jpg,4,4,Basal Cell Carcinoma,True,-83.01922704260306,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063877.jpg,ISIC_0063877.jpg,4,4,Basal Cell Carcinoma,True,-81.8588616390093,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0063936.jpg,ISIC_0063936.jpg,4,4,Basal Cell Carcinoma,True,84.79638776201948,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064013.jpg,ISIC_0064013.jpg,4,4,Basal Cell Carcinoma,True,86.08799443558948,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064293.jpg,ISIC_0064293.jpg,4,4,Basal Cell Carcinoma,True,67.79140909934529,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064300.jpg,ISIC_0064300.jpg,4,4,Basal Cell Carcinoma,True,89.73006485832497,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064354.jpg,ISIC_0064354.jpg,4,4,Basal Cell Carcinoma,True,88.40285539741016,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064470.jpg,ISIC_0064470.jpg,4,4,Basal Cell Carcinoma,True,-85.86110964015242,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064510.jpg,ISIC_0064510.jpg,4,4,Basal Cell Carcinoma,True,-88.83194255848504,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064599.jpg,ISIC_0064599.jpg,4,4,Basal Cell Carcinoma,True,79.92443328977673,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064642.jpg,ISIC_0064642.jpg,4,4,Basal Cell Carcinoma,True,87.49102543291335,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0064725.jpg,ISIC_0064725.jpg,4,4,Basal Cell Carcinoma,True,-87.49921697695825,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065044.jpg,ISIC_0065044.jpg,4,4,Basal Cell Carcinoma,True,-82.38365445191327,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065056.jpg,ISIC_0065056.jpg,4,4,Basal Cell Carcinoma,True,88.99234891209574,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065116.jpg,ISIC_0065116.jpg,4,4,Basal Cell Carcinoma,True,89.2673602349083,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065178.jpg,ISIC_0065178.jpg,4,4,Basal Cell Carcinoma,True,87.73917475851707,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065190.jpg,ISIC_0065190.jpg,4,4,Basal Cell Carcinoma,True,89.45378086738465,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065314.jpg,ISIC_0065314.jpg,4,4,Basal Cell Carcinoma,True,65.19666240180263,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065334.jpg,ISIC_0065334.jpg,4,4,Basal Cell Carcinoma,True,87.38378190073412,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065397.jpg,ISIC_0065397.jpg,4,4,Basal Cell Carcinoma,True,89.08657785791955,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065540.jpg,ISIC_0065540.jpg,4,4,Basal Cell Carcinoma,True,-79.64406397173907,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065648.jpg,ISIC_0065648.jpg,4,4,Basal Cell Carcinoma,True,87.64812205427144,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065666.jpg,ISIC_0065666.jpg,4,4,Basal Cell Carcinoma,True,68.2324806802935,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065790.jpg,ISIC_0065790.jpg,4,4,Basal Cell Carcinoma,True,73.73812073535723,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065849.jpg,ISIC_0065849.jpg,4,4,Basal Cell Carcinoma,True,74.16998959068616,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0065874.jpg,ISIC_0065874.jpg,4,4,Basal Cell Carcinoma,True,86.38266644502673,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066010.jpg,ISIC_0066010.jpg,4,4,Basal Cell Carcinoma,True,-87.76392910941759,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066144.jpg,ISIC_0066144.jpg,4,4,Basal Cell Carcinoma,True,-82.20988269287335,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066206.jpg,ISIC_0066206.jpg,4,4,Basal Cell Carcinoma,True,66.90656695836451,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066431.jpg,ISIC_0066431.jpg,4,4,Basal Cell Carcinoma,True,-87.78266630423613,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066473.jpg,ISIC_0066473.jpg,4,4,Basal Cell Carcinoma,True,87.10415998537994,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066525.jpg,ISIC_0066525.jpg,4,4,Basal Cell Carcinoma,True,-86.47029738215855,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066544.jpg,ISIC_0066544.jpg,4,4,Basal Cell Carcinoma,True,86.08023751480103,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066598.jpg,ISIC_0066598.jpg,4,4,Basal Cell Carcinoma,True,82.22794552141367,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066702.jpg,ISIC_0066702.jpg,4,4,Basal Cell Carcinoma,True,88.76870945920895,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066820.jpg,ISIC_0066820.jpg,4,4,Basal Cell Carcinoma,True,83.25727789994663,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066830.jpg,ISIC_0066830.jpg,4,4,Basal Cell Carcinoma,True,78.27031931953638,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066894.jpg,ISIC_0066894.jpg,4,4,Basal Cell Carcinoma,True,85.35834807315086,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066924.jpg,ISIC_0066924.jpg,4,4,Basal Cell Carcinoma,True,84.47825621723305,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0066940.jpg,ISIC_0066940.jpg,4,4,Basal Cell Carcinoma,True,85.4668515278503,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0067042.jpg,ISIC_0067042.jpg,4,4,Basal Cell Carcinoma,True,79.96867896353584,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0067241.jpg,ISIC_0067241.jpg,4,4,Basal Cell Carcinoma,True,88.54296913948814,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0067265.jpg,ISIC_0067265.jpg,4,4,Basal Cell Carcinoma,True,89.81447860370336,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0067278.jpg,ISIC_0067278.jpg,4,4,Basal Cell Carcinoma,True,-87.79033201587981,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0067291.jpg,ISIC_0067291.jpg,4,4,Basal Cell Carcinoma,True,82.41496778203171,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0067426.jpg,ISIC_0067426.jpg,4,4,Basal Cell Carcinoma,True,-89.5837799230124,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0067668.jpg,ISIC_0067668.jpg,4,4,Basal Cell Carcinoma,True,89.33416170748765,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0067869.jpg,ISIC_0067869.jpg,4,4,Basal Cell Carcinoma,True,84.47853839483777,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068101.jpg,ISIC_0068101.jpg,4,4,Basal Cell Carcinoma,True,87.88543966508976,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068287.jpg,ISIC_0068287.jpg,4,4,Basal Cell Carcinoma,True,56.264388939094296,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068536.jpg,ISIC_0068536.jpg,4,4,Basal Cell Carcinoma,True,87.01990918989341,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068598.jpg,ISIC_0068598.jpg,4,4,Basal Cell Carcinoma,True,82.82306021093197,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068637.jpg,ISIC_0068637.jpg,4,4,Basal Cell Carcinoma,True,88.22952893772994,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068869.jpg,ISIC_0068869.jpg,4,4,Basal Cell Carcinoma,True,-86.50329803776962,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068980.jpg,ISIC_0068980.jpg,4,4,Basal Cell Carcinoma,True,74.76972726989891,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0068985.jpg,ISIC_0068985.jpg,4,4,Basal Cell Carcinoma,True,-88.42263110705196,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069052.jpg,ISIC_0069052.jpg,4,4,Basal Cell Carcinoma,True,82.71814567452807,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069206.jpg,ISIC_0069206.jpg,4,4,Basal Cell Carcinoma,True,83.96720725116516,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069522.jpg,ISIC_0069522.jpg,4,4,Basal Cell Carcinoma,True,87.75358481002026,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069604.jpg,ISIC_0069604.jpg,4,4,Basal Cell Carcinoma,True,85.01845334033652,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069650.jpg,ISIC_0069650.jpg,4,4,Basal Cell Carcinoma,True,-89.3134653046421,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069703.jpg,ISIC_0069703.jpg,4,4,Basal Cell Carcinoma,True,89.00438603625909,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069709.jpg,ISIC_0069709.jpg,4,4,Basal Cell Carcinoma,True,88.55942948465587,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069724.jpg,ISIC_0069724.jpg,4,4,Basal Cell Carcinoma,True,89.85533354663707,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069812.jpg,ISIC_0069812.jpg,4,4,Basal Cell Carcinoma,True,-85.54101275619037,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069886.jpg,ISIC_0069886.jpg,4,4,Basal Cell Carcinoma,True,87.7219261740379,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069888.jpg,ISIC_0069888.jpg,4,4,Basal Cell Carcinoma,True,-87.39398371217814,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0069915.jpg,ISIC_0069915.jpg,4,6,Basal Cell Carcinoma,False,84.53339636490287,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070154.jpg,ISIC_0070154.jpg,4,4,Basal Cell Carcinoma,True,88.87808255932848,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070231.jpg,ISIC_0070231.jpg,4,4,Basal Cell Carcinoma,True,79.53689409402432,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070233.jpg,ISIC_0070233.jpg,4,4,Basal Cell Carcinoma,True,85.53761734072913,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070345.jpg,ISIC_0070345.jpg,4,4,Basal Cell Carcinoma,True,-89.41003404638404,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070461.jpg,ISIC_0070461.jpg,4,4,Basal Cell Carcinoma,True,89.78194152764517,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070529.jpg,ISIC_0070529.jpg,4,4,Basal Cell Carcinoma,True,89.1433811270566,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070539.jpg,ISIC_0070539.jpg,4,4,Basal Cell Carcinoma,True,80.39291501759774,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070541.jpg,ISIC_0070541.jpg,4,4,Basal Cell Carcinoma,True,77.119692998458,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070656.jpg,ISIC_0070656.jpg,4,4,Basal Cell Carcinoma,True,-89.95092275502918,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070661.jpg,ISIC_0070661.jpg,4,4,Basal Cell Carcinoma,True,-89.87330744493104,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070663.jpg,ISIC_0070663.jpg,4,4,Basal Cell Carcinoma,True,84.18415775734016,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070700.jpg,ISIC_0070700.jpg,4,4,Basal Cell Carcinoma,True,83.68414191296633,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070706.jpg,ISIC_0070706.jpg,4,4,Basal Cell Carcinoma,True,87.15544456939064,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070714.jpg,ISIC_0070714.jpg,4,4,Basal Cell Carcinoma,True,87.80879107585581,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070728.jpg,ISIC_0070728.jpg,4,4,Basal Cell Carcinoma,True,-89.99271945816173,dark,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070761.jpg,ISIC_0070761.jpg,4,4,Basal Cell Carcinoma,True,87.60283781128376,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070789.jpg,ISIC_0070789.jpg,4,4,Basal Cell Carcinoma,True,83.34922169562847,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070836.jpg,ISIC_0070836.jpg,4,4,Basal Cell Carcinoma,True,81.35968729966426,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070853.jpg,ISIC_0070853.jpg,4,4,Basal Cell Carcinoma,True,87.32409262314071,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070873.jpg,ISIC_0070873.jpg,4,4,Basal Cell Carcinoma,True,80.6171890423305,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0070953.jpg,ISIC_0070953.jpg,4,4,Basal Cell Carcinoma,True,86.79873715137097,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0071029.jpg,ISIC_0071029.jpg,4,4,Basal Cell Carcinoma,True,82.88030884833081,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0071113.jpg,ISIC_0071113.jpg,4,4,Basal Cell Carcinoma,True,82.500658608767,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0071172.jpg,ISIC_0071172.jpg,4,4,Basal Cell Carcinoma,True,87.25182506066199,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0071400.jpg,ISIC_0071400.jpg,4,4,Basal Cell Carcinoma,True,84.4156895921453,very_light,BCC
/content/data_split/test/4. Basal Cell Carcinoma (BCC) 3323/ISIC_0071416.jpg,ISIC_0071416.jpg,4,4,Basal Cell Carcinoma,True,78.8609482491283,very_light,BCC
